18:00:26,[]
18:00:27,[0, 0, 1, '0']
18:00:28,[0, 0, 1, '0']
18:00:30,['26.778139', '80.882581', 1, 8]
18:00:31,['26.778139', '80.882581', 1, 8]
18:00:32,['26.778139', '80.882581', 1, 8]
18:00:33,['26.778138', '80.882581', 1, 8]
18:00:34,['26.778139', '80.882581', 1, 8]
18:00:35,['26.778139', '80.882581', 1, 8]
18:00:36,['26.778139', '80.882581', 1, 8]
18:00:37,['26.778138', '80.882581', 1, 8]
18:00:38,['26.778138', '80.882581', 1, 8]
